	data	DCR
2020-06-04 06:30:00	[['003550', 64142.0, 67449.0, 64142.0, 67449.0, 616827.0, 37, 2544772.0, 49159.0], ['066570', 62800.0, 63100.0, 61200.0, 62200.0, 934862.0, 40, 2495400.0, 7400.0], ['005930', 55800.0, 57000.0, 54600.0, 54600.0, 40220334.0, 46, 2556600.0, 45000.0], ['035720', 49677.0, 51584.0, 49577.0, 50982.0, 1228950.0, 81, 4156862.0, 27320.0]]	0.18
2020-06-05 06:30:00	[['003550', 67826.0, 69716.0, 66409.0, 69527.0, 386898.0, 37, 2621658.0, 49159.0], ['066570', 62200.0, 63000.0, 61700.0, 63000.0, 860924.0, 40, 2527400.0, 7400.0], ['005930', 54400.0, 55900.0, 54000.0, 55500.0, 22743629.0, 46, 2598000.0, 45000.0], ['035720', 50779.0, 50879.0, 49676.0, 50379.0, 1007264.0, 81, 4108019.0, 27320.0]]	0.19
2020-06-08 06:30:00	[['003550', 71700.0, 71794.0, 68204.0, 68488.0, 289541.0, 37, 2583215.0, 49159.0], ['066570', 64500.0, 64500.0, 63000.0, 64000.0, 975466.0, 40, 2567400.0, 7400.0], ['005930', 56400.0, 56500.0, 54700.0, 54900.0, 25634965.0, 46, 2570400.0, 45000.0], ['035720', 50680.0, 51782.0, 49877.0, 51483.0, 1417078.0, 81, 4197443.0, 27320.0]]	0.19
2020-06-09 06:30:00	[['003550', 68488.0, 69810.0, 67826.0, 68488.0, 273988.0, 37, 2583215.0, 49159.0], ['066570', 64800.0, 67100.0, 64500.0, 66600.0, 1897513.0, 40, 2671400.0, 7400.0], ['005930', 55800.0, 56500.0, 54400.0, 55500.0, 23998831.0, 46, 2598000.0, 45000.0], ['035720', 51283.0, 52086.0, 50681.0, 51082.0, 834862.0, 81, 4164962.0, 27320.0]]	0.2
2020-06-10 06:30:00	[['003550', 68677.0, 69338.0, 67826.0, 69338.0, 326170.0, 37, 2614665.0, 49159.0], ['066570', 67400.0, 70400.0, 66600.0, 70100.0, 2744224.0, 40, 2811400.0, 7400.0], ['005930', 55100.0, 55900.0, 54900.0, 55400.0, 16742493.0, 46, 2593400.0, 45000.0], ['035720', 51482.0, 52886.0, 51482.0, 52587.0, 1575452.0, 81, 4286867.0, 27320.0]]	0.23
2020-06-11 06:30:00	[['003550', 67826.0, 69999.0, 67637.0, 70000.0, 556544.0, 37, 2639159.0, 49159.0], ['066570', 69500.0, 70800.0, 67500.0, 69000.0, 1942350.0, 40, 2767400.0, 7400.0], ['005930', 54500.0, 55100.0, 53200.0, 54300.0, 33815123.0, 46, 2542800.0, 45000.0], ['035720', 52988.0, 53790.0, 52386.0, 53189.0, 1724551.0, 81, 4335629.0, 27320.0]]	0.23
2020-06-12 06:30:00	[['003550', 68866.0, 68866.0, 66693.0, 68016.0, 322657.0, 37, 2565751.0, 49159.0], ['066570', 65300.0, 68900.0, 65200.0, 67800.0, 1689624.0, 40, 2719400.0, 7400.0], ['005930', 52100.0, 52800.0, 51500.0, 52300.0, 26976019.0, 46, 2450800.0, 45000.0], ['035720', 51482.0, 53790.0, 51382.0, 53390.0, 1688975.0, 81, 4351910.0, 27320.0]]	0.21
2020-06-15 06:30:00	[['003550', 66409.0, 68015.0, 65087.0, 65087.0, 408844.0, 37, 2457378.0, 49159.0], ['066570', 67000.0, 67100.0, 62800.0, 62900.0, 1545344.0, 40, 2523400.0, 7400.0], ['005930', 51400.0, 52000.0, 49900.0, 49900.0, 28772921.0, 46, 2340400.0, 45000.0], ['035720', 53390.0, 54394.0, 50179.0, 50681.0, 1549230.0, 81, 4132481.0, 27320.0]]	0.15
2020-06-16 06:30:00	[['003550', 65843.0, 69243.0, 65843.0, 68772.0, 322346.0, 37, 2593723.0, 49159.0], ['066570', 65100.0, 66100.0, 64400.0, 65200.0, 1220699.0, 40, 2615400.0, 7400.0], ['005930', 51200.0, 52100.0, 50600.0, 52100.0, 21808375.0, 46, 2441600.0, 45000.0], ['035720', 52285.0, 52787.0, 51783.0, 52788.0, 915456.0, 81, 4303148.0, 27320.0]]	0.2
2020-06-17 06:30:00	[['003550', 68960.0, 74722.0, 68677.0, 74723.0, 838913.0, 37, 2813910.0, 49159.0], ['066570', 64700.0, 68300.0, 64600.0, 68200.0, 1576915.0, 40, 2735400.0, 7400.0], ['005930', 52100.0, 52900.0, 51300.0, 52200.0, 26672595.0, 46, 2446200.0, 45000.0], ['035720', 52486.0, 53790.0, 51783.0, 52788.0, 1162204.0, 81, 4303148.0, 27320.0]]	0.23
2020-06-18 06:30:00	[['003550', 73211.0, 73872.0, 71794.0, 71889.0, 503245.0, 37, 2709052.0, 49159.0], ['066570', 68000.0, 69200.0, 66900.0, 67800.0, 946224.0, 40, 2719400.0, 7400.0], ['005930', 52200.0, 52300.0, 51600.0, 52300.0, 15982926.0, 46, 2450800.0, 45000.0], ['035720', 53088.0, 53589.0, 52285.0, 52888.0, 981144.0, 81, 4311248.0, 27320.0]]	0.22
2020-06-19 06:30:00	[['003550', 71983.0, 72266.0, 68677.0, 71133.0, 564024.0, 37, 2681080.0, 49159.0], ['066570', 68500.0, 68800.0, 65900.0, 68800.0, 861053.0, 40, 2759400.0, 7400.0], ['005930', 52600.0, 52900.0, 51600.0, 52900.0, 18157985.0, 0, 2450800.0, 2450800.0], ['035720', 53689.0, 54091.0, 52586.0, 52888.0, 920126.0, 81, 4311248.0, 27320.0]]	0.22
2020-06-22 06:30:00	[['003550', 69905.0, 71038.0, 69054.0, 69055.0, 259589.0, 37, 2604194.0, 49159.0], ['066570', 67900.0, 68500.0, 67300.0, 67500.0, 632910.0, 40, 2707400.0, 7400.0], ['005930', 52000.0, 52600.0, 51800.0, 52000.0, 13801350.0, 0, 2450800.0, 2450800.0], ['035720', 52888.0, 55397.0, 52286.0, 54996.0, 2008656.0, 81, 4481996.0, 27320.0]]	0.22
2020-06-23 06:30:00	[['003550', 69905.0, 70660.0, 68677.0, 69244.0, 496501.0, 37, 2611187.0, 49159.0], ['066570', 68100.0, 68100.0, 65000.0, 66600.0, 849668.0, 40, 2671400.0, 7400.0], ['005930', 52500.0, 52800.0, 51100.0, 51400.0, 18086152.0, 0, 2450800.0, 2450800.0], ['035720', 55999.0, 58005.0, 55597.0, 56501.0, 2166267.0, 81, 4603901.0, 27320.0]]	0.23
2020-06-24 06:30:00	[['003550', 69432.0, 70849.0, 69432.0, 70283.0, 225679.0, 37, 2649630.0, 49159.0], ['066570', 66400.0, 68000.0, 66200.0, 67000.0, 622511.0, 40, 2687400.0, 7400.0], ['005930', 51900.0, 53900.0, 51600.0, 52900.0, 24519552.0, 0, 2450800.0, 2450800.0], ['035720', 56500.0, 57001.0, 55196.0, 56702.0, 1081233.0, 81, 4620182.0, 27320.0]]	0.24
2020-06-25 06:30:00	[['003550', 69149.0, 69621.0, 67732.0, 67732.0, 258180.0, 37, 2555243.0, 49159.0], ['066570', 65600.0, 66000.0, 64600.0, 64700.0, 798688.0, 40, 2595400.0, 7400.0], ['005930', 52100.0, 53000.0, 51900.0, 51900.0, 18541624.0, 0, 2450800.0, 2450800.0], ['035720', 55897.0, 56600.0, 54895.0, 55096.0, 900258.0, 81, 4490096.0, 27320.0]]	0.21
2020-06-26 06:30:00	[['003550', 68110.0, 70283.0, 67732.0, 69527.0, 369897.0, 37, 2621658.0, 49159.0], ['066570', 65500.0, 65500.0, 64500.0, 64700.0, 528872.0, 40, 2595400.0, 7400.0], ['005930', 52800.0, 53900.0, 52200.0, 53300.0, 21575360.0, 0, 2450800.0, 2450800.0], ['035720', 56098.0, 56198.0, 53791.0, 55096.0, 812726.0, 81, 4490096.0, 27320.0]]	0.22
2020-06-29 06:30:00	[['003550', 67165.0, 68677.0, 67165.0, 67449.0, 327116.0, 37, 2544772.0, 49159.0], ['066570', 63800.0, 64000.0, 62500.0, 63500.0, 756841.0, 40, 2547400.0, 7400.0], ['005930', 52500.0, 53200.0, 52000.0, 52400.0, 17776925.0, 0, 2450800.0, 2450800.0], ['035720', 53990.0, 54894.0, 53389.0, 53691.0, 778818.0, 81, 4376291.0, 27320.0]]	0.19
2020-06-30 06:30:00	[['003550', 67637.0, 68393.0, 67071.0, 67260.0, 361518.0, 37, 2537779.0, 49159.0], ['066570', 64000.0, 64500.0, 63200.0, 63200.0, 648411.0, 0, 2547400.0, 2547400.0], ['005930', 53900.0, 53900.0, 52800.0, 52800.0, 21157172.0, 0, 2450800.0, 2450800.0], ['035720', 54592.0, 54793.0, 53690.0, 53691.0, 624089.0, 81, 4376291.0, 27320.0]]	0.19
2020-07-01 06:30:00	[['003550', 67449.0, 68393.0, 67071.0, 67449.0, 172651.0, 0, 2537779.0, 2537779.0], ['066570', 64000.0, 65400.0, 63600.0, 64400.0, 564319.0, 0, 2547400.0, 2547400.0], ['005930', 53400.0, 53600.0, 52400.0, 52600.0, 16706143.0, 0, 2450800.0, 2450800.0], ['035720', 54494.0, 55197.0, 53691.0, 54093.0, 578023.0, 81, 4408853.0, 27320.0]]	0.19
2020-07-02 06:30:00	[['003550', 67449.0, 68393.0, 67354.0, 68205.0, 199906.0, 0, 2537779.0, 2537779.0], ['066570', 64500.0, 65200.0, 64000.0, 64600.0, 451291.0, 0, 2547400.0, 2547400.0], ['005930', 52100.0, 52900.0, 52100.0, 52900.0, 14142583.0, 0, 2450800.0, 2450800.0], ['035720', 54895.0, 57303.0, 54794.0, 57304.0, 1378545.0, 81, 4668944.0, 27320.0]]	0.22
2020-07-03 06:30:00	[['003550', 68110.0, 68771.0, 67165.0, 67827.0, 240876.0, 0, 2537779.0, 2537779.0], ['066570', 65000.0, 65400.0, 64100.0, 65000.0, 494161.0, 0, 2547400.0, 2547400.0], ['005930', 53000.0, 53600.0, 52700.0, 53600.0, 11887868.0, 0, 2450800.0, 2450800.0], ['035720', 58106.0, 59610.0, 57002.0, 59010.0, 1604493.0, 81, 4807130.0, 27320.0]]	0.23
2020-07-06 06:30:00	[['003550', 68110.0, 68393.0, 67071.0, 68016.0, 218439.0, 0, 2537779.0, 2537779.0], ['066570', 65500.0, 68800.0, 65000.0, 68100.0, 1461414.0, 0, 2547400.0, 2547400.0], ['005930', 54000.0, 55000.0, 53800.0, 55000.0, 19856623.0, 0, 2450800.0, 2450800.0], ['035720', 59813.0, 61720.0, 59612.0, 60315.0, 1344851.0, 81, 4912835.0, 27320.0]]	0.24
2020-07-07 06:30:00	[['003550', 68299.0, 68299.0, 67260.0, 67355.0, 471517.0, 0, 2537779.0, 2537779.0], ['066570', 69400.0, 69500.0, 64600.0, 65500.0, 1720050.0, 0, 2547400.0, 2547400.0], ['005930', 55800.0, 55900.0, 53400.0, 53400.0, 30760032.0, 44, 2380400.0, 30800.0], ['035720', 61518.0, 63825.0, 61016.0, 62322.0, 1552820.0, 81, 5075402.0, 27320.0]]	0.25
2020-07-08 06:30:00	[['003550', 68015.0, 68015.0, 65276.0, 65465.0, 365597.0, 0, 2537779.0, 2537779.0], ['066570', 66200.0, 67900.0, 65600.0, 66400.0, 1111546.0, 0, 2547400.0, 2547400.0], ['005930', 53600.0, 53900.0, 52900.0, 53000.0, 19664652.0, 44, 2362800.0, 30800.0], ['035720', 62623.0, 65835.0, 61218.0, 65835.0, 1869663.0, 81, 5359955.0, 27320.0]]	0.28
2020-07-09 06:30:00	[['003550', 65465.0, 66315.0, 64709.0, 66221.0, 352074.0, 0, 2537779.0, 2537779.0], ['066570', 67500.0, 68400.0, 67100.0, 67700.0, 984866.0, 0, 2547400.0, 2547400.0], ['005930', 53200.0, 53600.0, 52800.0, 52800.0, 17054850.0, 44, 2354000.0, 30800.0], ['035720', 67239.0, 71353.0, 66636.0, 71354.0, 2463503.0, 81, 5806994.0, 27320.0]]	0.32
2020-07-10 06:30:00	[['003550', 66693.0, 66693.0, 63481.0, 64143.0, 407636.0, 0, 2537779.0, 2537779.0], ['066570', 68100.0, 68600.0, 66500.0, 68200.0, 781290.0, 37, 2565900.0, 42500.0], ['005930', 53100.0, 53200.0, 52300.0, 52700.0, 13714746.0, 44, 2349600.0, 30800.0], ['035720', 70450.0, 73861.0, 69346.0, 71354.0, 2566935.0, 81, 5806994.0, 27320.0]]	0.33
2020-07-13 06:30:00	[['003550', 64237.0, 66315.0, 63764.0, 66315.0, 288151.0, 0, 2537779.0, 2537779.0], ['066570', 69200.0, 69400.0, 68200.0, 68500.0, 569857.0, 37, 2577000.0, 42500.0], ['005930', 53300.0, 53800.0, 53100.0, 53400.0, 12240188.0, 44, 2380400.0, 30800.0], ['035720', 72057.0, 72458.0, 69247.0, 70652.0, 1391744.0, 81, 5750132.0, 27320.0]]	0.32
2020-07-14 06:30:00	[['003550', 65748.0, 68960.0, 65370.0, 68772.0, 395871.0, 0, 2537779.0, 2537779.0], ['066570', 68700.0, 71200.0, 68600.0, 70800.0, 1780194.0, 37, 2662100.0, 42500.0], ['005930', 53700.0, 53800.0, 53200.0, 53800.0, 14269484.0, 44, 2398000.0, 30800.0], ['035720', 68343.0, 69546.0, 68242.0, 68845.0, 1212519.0, 81, 5603765.0, 27320.0]]	0.32
2020-07-15 06:30:00	[['003550', 68677.0, 69716.0, 67732.0, 69527.0, 344404.0, 0, 2537779.0, 2537779.0], ['066570', 71700.0, 75000.0, 71600.0, 74900.0, 2504840.0, 37, 2813800.0, 42500.0], ['005930', 54400.0, 55000.0, 54300.0, 54700.0, 24051450.0, 44, 2437600.0, 30800.0], ['035720', 69044.0, 70148.0, 66636.0, 67741.0, 1487417.0, 81, 5514341.0, 27320.0]]	0.33
2020-07-16 06:30:00	[['003550', 68582.0, 69621.0, 68015.0, 69338.0, 237423.0, 0, 2537779.0, 2537779.0], ['066570', 75100.0, 76000.0, 73000.0, 74500.0, 1184023.0, 37, 2799000.0, 42500.0], ['005930', 54800.0, 54800.0, 53800.0, 53800.0, 16779127.0, 44, 2398000.0, 30800.0], ['035720', 66635.0, 67338.0, 64027.0, 64630.0, 1941508.0, 81, 5262350.0, 27320.0]]	0.3
2020-07-17 06:30:00	[['003550', 69905.0, 69905.0, 68110.0, 68205.0, 166315.0, 0, 2537779.0, 2537779.0], ['066570', 75100.0, 76700.0, 74200.0, 75700.0, 1266762.0, 37, 2843400.0, 42500.0], ['005930', 54200.0, 54700.0, 54100.0, 54400.0, 10096174.0, 44, 2424400.0, 30800.0], ['035720', 64027.0, 65632.0, 63024.0, 65232.0, 1268587.0, 81, 5311112.0, 27320.0]]	0.31
2020-07-20 06:30:00	[['003550', 68393.0, 68771.0, 67543.0, 67827.0, 134809.0, 37, 2523793.0, 14194.0], ['066570', 75600.0, 76200.0, 74500.0, 76000.0, 901831.0, 37, 2854500.0, 42500.0], ['005930', 54800.0, 54800.0, 54000.0, 54200.0, 10507530.0, 44, 2415600.0, 30800.0], ['035720', 65232.0, 65232.0, 62222.0, 62222.0, 1534422.0, 81, 5067302.0, 27320.0]]	0.29
2020-07-21 06:30:00	[['003550', 67637.0, 68960.0, 67543.0, 68205.0, 308056.0, 37, 2537779.0, 14194.0], ['066570', 76200.0, 76300.0, 74600.0, 74900.0, 912127.0, 37, 2813800.0, 42500.0], ['005930', 55200.0, 55400.0, 54800.0, 55300.0, 18297260.0, 44, 2464000.0, 30800.0], ['035720', 64929.0, 65431.0, 62522.0, 63426.0, 1676630.0, 81, 5164826.0, 27320.0]]	0.3
2020-07-22 06:30:00	[['003550', 67826.0, 69716.0, 67732.0, 69149.0, 217777.0, 37, 2572707.0, 14194.0], ['066570', 75000.0, 76300.0, 74500.0, 75000.0, 801570.0, 37, 2817500.0, 42500.0], ['005930', 55300.0, 55500.0, 54700.0, 54700.0, 12885057.0, 44, 2437600.0, 30800.0], ['035720', 62321.0, 64528.0, 61418.0, 63827.0, 1159298.0, 81, 5197307.0, 27320.0]]	0.3
2020-07-23 06:30:00	[['003550', 68771.0, 69054.0, 67543.0, 68583.0, 249194.0, 37, 2551765.0, 14194.0], ['066570', 74800.0, 74800.0, 73100.0, 74100.0, 759138.0, 37, 2784200.0, 42500.0], ['005930', 54700.0, 54700.0, 53800.0, 54100.0, 16214932.0, 44, 2411200.0, 30800.0], ['035720', 63526.0, 66136.0, 63225.0, 66136.0, 1260435.0, 81, 5384336.0, 27320.0]]	0.31
2020-07-24 06:30:00	[['003550', 67826.0, 68960.0, 67637.0, 68110.0, 145534.0, 37, 2534264.0, 14194.0], ['066570', 73400.0, 75200.0, 73000.0, 74100.0, 698830.0, 37, 2784200.0, 42500.0], ['005930', 54000.0, 54400.0, 53700.0, 54200.0, 10994535.0, 44, 2415600.0, 30800.0], ['035720', 65231.0, 66836.0, 64629.0, 65132.0, 907643.0, 81, 5303012.0, 27320.0]]	0.3
2020-07-27 06:30:00	[['003550', 68582.0, 70471.0, 68393.0, 70189.0, 289475.0, 37, 2611187.0, 14194.0], ['066570', 73700.0, 75300.0, 73300.0, 73600.0, 568984.0, 37, 2765700.0, 42500.0], ['005930', 54300.0, 55700.0, 54300.0, 55600.0, 21054421.0, 44, 2477200.0, 30800.0], ['035720', 64430.0, 66136.0, 64329.0, 65534.0, 603322.0, 81, 5335574.0, 27320.0]]	0.32
2020-07-28 06:30:00	[['003550', 69432.0, 71983.0, 69149.0, 71606.0, 315872.0, 37, 2663616.0, 14194.0], ['066570', 74000.0, 74200.0, 72100.0, 72500.0, 975596.0, 37, 2725000.0, 42500.0], ['005930', 57000.0, 58800.0, 56400.0, 58600.0, 48431566.0, 44, 2609200.0, 30800.0], ['035720', 66638.0, 67440.0, 65935.0, 66136.0, 873063.0, 81, 5384336.0, 27320.0]]	0.34
2020-07-29 06:30:00	[['003550', 70094.0, 71416.0, 69905.0, 70094.0, 335786.0, 37, 2607672.0, 14194.0], ['066570', 72500.0, 73400.0, 71700.0, 72000.0, 804210.0, 37, 2706500.0, 42500.0], ['005930', 60300.0, 60400.0, 58600.0, 59000.0, 36476611.0, 44, 2626800.0, 30800.0], ['035720', 66034.0, 66837.0, 65231.0, 66537.0, 618435.0, 81, 5416817.0, 27320.0]]	0.34
2020-07-30 06:30:00	[['003550', 70094.0, 70660.0, 68960.0, 69338.0, 208248.0, 37, 2579700.0, 14194.0], ['066570', 72700.0, 73500.0, 71800.0, 72100.0, 735701.0, 37, 2710200.0, 42500.0], ['005930', 59700.0, 60100.0, 59000.0, 59000.0, 19285354.0, 44, 2626800.0, 30800.0], ['035720', 67438.0, 67639.0, 66536.0, 66637.0, 615872.0, 81, 5424917.0, 27320.0]]	0.33
2020-07-31 06:30:00	[['003550', 69338.0, 70283.0, 68015.0, 69905.0, 359103.0, 37, 2600679.0, 14194.0], ['066570', 72200.0, 72500.0, 70600.0, 70700.0, 851076.0, 37, 2658400.0, 42500.0], ['005930', 59500.0, 59600.0, 57700.0, 57900.0, 21943345.0, 44, 2578400.0, 30800.0], ['035720', 67440.0, 69046.0, 67340.0, 68946.0, 1078837.0, 81, 5611946.0, 27320.0]]	0.34
2020-08-03 06:30:00	[['003550', 69999.0, 71227.0, 69149.0, 70661.0, 329908.0, 37, 2628651.0, 14194.0], ['066570', 71300.0, 74500.0, 71000.0, 74000.0, 1183563.0, 37, 2780500.0, 42500.0], ['005930', 57800.0, 57900.0, 56700.0, 56800.0, 21158940.0, 44, 2530000.0, 30800.0], ['035720', 69749.0, 73462.0, 69648.0, 73462.0, 1636803.0, 81, 5977742.0, 27320.0]]	0.39
2020-08-04 06:30:00	[['003550', 70849.0, 75289.0, 70849.0, 73873.0, 550498.0, 37, 2747495.0, 14194.0], ['066570', 74900.0, 78100.0, 74000.0, 77900.0, 1738014.0, 37, 2924800.0, 42500.0], ['005930', 57200.0, 58100.0, 57000.0, 57300.0, 19419694.0, 44, 2552000.0, 30800.0], ['035720', 75971.0, 77075.0, 72458.0, 74265.0, 1714642.0, 81, 6042785.0, 27320.0]]	0.43
2020-08-05 06:30:00	[['003550', 73778.0, 77934.0, 73494.0, 77746.0, 469770.0, 37, 2890796.0, 14194.0], ['066570', 78900.0, 78900.0, 76500.0, 78300.0, 1197933.0, 37, 2939600.0, 42500.0], ['005930', 57300.0, 57500.0, 56300.0, 56900.0, 17739706.0, 44, 2534400.0, 30800.0], ['035720', 73461.0, 74464.0, 72758.0, 74365.0, 1075879.0, 81, 6050885.0, 27320.0]]	0.44
2020-08-06 06:30:00	[['003550', 77462.0, 78596.0, 76801.0, 78029.0, 339434.0, 37, 2901267.0, 14194.0], ['066570', 78300.0, 78900.0, 76900.0, 77200.0, 899941.0, 37, 2898900.0, 42500.0], ['005930', 57100.0, 58400.0, 57100.0, 58000.0, 21625874.0, 44, 2582800.0, 30800.0], ['035720', 71955.0, 74765.0, 71755.0, 73060.0, 1848898.0, 81, 5945180.0, 27320.0]]	0.43
2020-08-07 06:30:00	[['003550', 78123.0, 81430.0, 77179.0, 81241.0, 487203.0, 37, 3020111.0, 14194.0], ['066570', 77800.0, 78300.0, 76300.0, 77200.0, 759800.0, 37, 2898900.0, 42500.0], ['005930', 57900.0, 58400.0, 57100.0, 57500.0, 18751717.0, 44, 2560800.0, 30800.0], ['035720', 73863.0, 74265.0, 70351.0, 70853.0, 1899111.0, 81, 5766413.0, 27320.0]]	0.42
2020-08-10 06:30:00	[['003550', 80390.0, 85208.0, 79351.0, 85020.0, 546654.0, 37, 3159934.0, 14194.0], ['066570', 77100.0, 86200.0, 76500.0, 85700.0, 3706582.0, 37, 3213400.0, 42500.0], ['005930', 57600.0, 58300.0, 57500.0, 57800.0, 17774291.0, 44, 2574000.0, 30800.0], ['035720', 69448.0, 71956.0, 68544.0, 71455.0, 1086391.0, 81, 5815175.0, 27320.0]]	0.48
2020-08-11 06:30:00	[['003550', 85019.0, 89176.0, 81713.0, 82469.0, 822047.0, 37, 3065547.0, 14194.0], ['066570', 86300.0, 86300.0, 83000.0, 83000.0, 1684857.0, 37, 3113500.0, 42500.0], ['005930', 58000.0, 59500.0, 57800.0, 58200.0, 24907912.0, 44, 2591600.0, 30800.0], ['035720', 70550.0, 71653.0, 69748.0, 70752.0, 750285.0, 81, 5758232.0, 27320.0]]	0.45
2020-08-12 06:30:00	[['003550', 81902.0, 83980.0, 78784.0, 83697.0, 604173.0, 37, 3110983.0, 14194.0], ['066570', 82900.0, 88900.0, 81300.0, 87300.0, 2704977.0, 37, 3272600.0, 42500.0], ['005930', 58200.0, 59000.0, 57700.0, 59000.0, 18573934.0, 44, 2626800.0, 30800.0], ['035720', 69948.0, 71553.0, 69748.0, 71053.0, 729434.0, 81, 5782613.0, 27320.0]]	0.48
2020-08-13 06:30:00	[['003550', 84547.0, 88231.0, 82185.0, 85020.0, 749333.0, 37, 3159934.0, 14194.0], ['066570', 87700.0, 90300.0, 85000.0, 87000.0, 1950559.0, 37, 3261500.0, 42500.0], ['005930', 59400.0, 59600.0, 58000.0, 58700.0, 22089460.0, 44, 2613600.0, 30800.0], ['035720', 72057.0, 73261.0, 71555.0, 72358.0, 1117859.0, 81, 5888318.0, 27320.0]]	0.49
2020-08-14 06:30:00	[['003550', 84736.0, 84736.0, 80485.0, 81241.0, 438723.0, 37, 3020111.0, 14194.0], ['066570', 87400.0, 90000.0, 85900.0, 88700.0, 1669303.0, 37, 3324400.0, 42500.0], ['005930', 58000.0, 58400.0, 57700.0, 58000.0, 15672548.0, 44, 2582800.0, 30800.0], ['035720', 72457.0, 73460.0, 71855.0, 72759.0, 825802.0, 81, 5920799.0, 27320.0]]	0.48
2020-08-18 06:30:00	[['003550', 81241.0, 82091.0, 77367.0, 77935.0, 396942.0, 37, 2897789.0, 14194.0], ['066570', 88300.0, 89200.0, 82500.0, 84000.0, 1462971.0, 37, 3150500.0, 42500.0], ['005930', 58900.0, 59900.0, 58000.0, 58400.0, 25307825.0, 44, 2600400.0, 30800.0], ['035720', 74565.0, 78177.0, 73762.0, 75870.0, 3032037.0, 81, 6172790.0, 27320.0]]	0.48
2020-08-19 06:30:00	[['003550', 77745.0, 80013.0, 77651.0, 78124.0, 237344.0, 37, 2904782.0, 14194.0], ['066570', 84000.0, 88000.0, 83600.0, 85000.0, 1316003.0, 37, 3187500.0, 42500.0], ['005930', 59000.0, 59200.0, 57800.0, 57800.0, 16930719.0, 44, 2574000.0, 30800.0], ['035720', 77173.0, 77273.0, 74665.0, 75569.0, 1359266.0, 81, 6148409.0, 27320.0]]	0.48
2020-08-20 06:30:00	[['003550', 77084.0, 79351.0, 73683.0, 74723.0, 475768.0, 37, 2778945.0, 14194.0], ['066570', 84700.0, 87300.0, 84000.0, 84900.0, 1424255.0, 37, 3183800.0, 42500.0], ['005930', 57600.0, 57600.0, 55300.0, 55400.0, 30386029.0, 44, 2468400.0, 30800.0], ['035720', 75469.0, 76874.0, 72157.0, 73161.0, 1686740.0, 81, 5953361.0, 27320.0]]	0.44
2020-08-21 06:30:00	[['003550', 75573.0, 82185.0, 75478.0, 81052.0, 548515.0, 37, 3013118.0, 14194.0], ['066570', 86800.0, 91000.0, 86700.0, 90300.0, 2978055.0, 37, 3383600.0, 42500.0], ['005930', 56200.0, 56900.0, 55800.0, 55900.0, 21142288.0, 44, 2490400.0, 30800.0], ['035720', 74265.0, 74967.0, 72659.0, 74265.0, 1021460.0, 81, 6042785.0, 27320.0]]	0.49
2020-08-24 06:30:00	[['003550', 80390.0, 81807.0, 78879.0, 80674.0, 302517.0, 37, 2999132.0, 14194.0], ['066570', 90000.0, 91600.0, 89100.0, 90600.0, 1265081.0, 37, 3394700.0, 42500.0], ['005930', 55800.0, 56600.0, 55400.0, 56100.0, 15055896.0, 0, 2490400.0, 2490400.0], ['035720', 75168.0, 76774.0, 73763.0, 76272.0, 969648.0, 81, 6205352.0, 27320.0]]	0.51
2020-08-25 06:30:00	[['003550', 82752.0, 83508.0, 81241.0, 82942.0, 289524.0, 37, 3083048.0, 14194.0], ['066570', 90500.0, 92400.0, 89600.0, 90300.0, 1161120.0, 37, 3383600.0, 42500.0], ['005930', 56400.0, 56800.0, 56100.0, 56400.0, 14021705.0, 0, 2490400.0, 2490400.0], ['035720', 77175.0, 77275.0, 75670.0, 76473.0, 887733.0, 81, 6221633.0, 27320.0]]	0.52
2020-08-26 06:30:00	[['003550', 82469.0, 84830.0, 81146.0, 83225.0, 303647.0, 37, 3093519.0, 14194.0], ['066570', 90200.0, 90200.0, 86800.0, 87900.0, 1571474.0, 37, 3294800.0, 42500.0], ['005930', 56400.0, 56500.0, 55700.0, 56400.0, 17651593.0, 0, 2490400.0, 2490400.0], ['035720', 76372.0, 79082.0, 75870.0, 78681.0, 1351029.0, 81, 6400481.0, 27320.0]]	0.53
2020-08-27 06:30:00	[['003550', 82847.0, 82847.0, 80013.0, 80580.0, 295849.0, 37, 2995654.0, 14194.0], ['066570', 87700.0, 88700.0, 85500.0, 86200.0, 1330067.0, 37, 3231900.0, 42500.0], ['005930', 56300.0, 56300.0, 55600.0, 55600.0, 16196568.0, 0, 2490400.0, 2490400.0], ['035720', 79584.0, 82896.0, 79483.0, 82394.0, 1981840.0, 81, 6701234.0, 27320.0]]	0.54
2020-08-28 06:30:00	[['003550', 80674.0, 81430.0, 79446.0, 80108.0, 347883.0, 37, 2978190.0, 14194.0], ['066570', 87100.0, 87900.0, 85200.0, 85900.0, 954228.0, 37, 3220800.0, 42500.0], ['005930', 56100.0, 56300.0, 55400.0, 55400.0, 14619888.0, 0, 2490400.0, 2490400.0], ['035720', 82994.0, 83496.0, 80285.0, 81390.0, 1506996.0, 81, 6619910.0, 27320.0]]	0.53
